Baader SLOAN/SDSS g' Filter,,,,
λ (nm),OD,,,
1039,5.242278652,,,
1040,5.219450504,,,
1041,5.205488602,,,
1042,5.183419215,,,
1043,5.167646361,,,
1044,5.148727272,,,
1045,5.123936270,,,
1046,5.097576043,,,
1047,5.071024991,,,
1048,5.043410520,,,
1049,5.019609514,,,
1050,4.991510094,,,
1051,4.963645213,,,
1052,4.933659701,,,
1053,4.908840571,,,
1054,4.881078207,,,
1055,4.856595204,,,
1056,4.829919349,,,
1057,4.803983123,,,
1058,4.779460990,,,
1059,4.759374984,,,
1060,4.739482064,,,
1061,4.717238329,,,
1062,4.700199790,,,
1063,4.684895204,,,
1064,4.670806353,,,
1065,4.657894393,,,
1066,4.646427234,,,
1067,4.636920741,,,
1068,4.630492836,,,
1069,4.623215894,,,
1070,4.619961261,,,
1071,4.618170807,,,
1072,4.616519990,,,
1073,4.616754977,,,
1074,4.616816610,,,
1075,4.618987871,,,
1076,4.623057907,,,
1077,4.626095350,,,
1078,4.630206020,,,
1079,4.632950958,,,
1080,4.635474483,,,
1081,4.642398721,,,
1082,4.644464493,,,
1083,4.647701389,,,
1084,4.650642351,,,
1085,4.652352854,,,
1086,4.654271640,,,
1087,4.653715462,,,
1088,4.656063758,,,
1089,4.656070307,,,
1090,4.651398964,,,
1091,4.650382468,,,
1092,4.647077326,,,
1093,4.643422259,,,
1094,4.638474436,,,
1095,4.634015567,,,
1096,4.628271943,,,
1097,4.621057502,,,
1098,4.611731932,,,
1099,4.605008042,,,
1100,4.595764039,,,
1101,4.585044386,,,
1102,4.574957594,,,
1103,4.562005289,,,
1104,4.549873532,,,
1105,4.536332718,,,
1106,4.522659103,,,
1107,4.509525311,,,
1108,4.493490023,,,
1109,4.477482139,,,
1110,4.460585871,,,
1111,4.443249480,,,
1112,4.426171833,,,
1113,4.406605447,,,
1114,4.386442176,,,
1115,4.365101036,,,
1116,4.345825129,,,
1117,4.323380492,,,
1118,4.299647471,,,
1119,4.277036640,,,
1120,4.251785988,,,
1121,4.227635771,,,
1122,4.202372537,,,
1123,4.174940283,,,
1124,4.146809575,,,
1125,4.119830701,,,
1126,4.091070781,,,
1127,4.061102254,,,
1128,4.031612567,,,
1129,3.999860612,,,
1130,3.967527175,,,
1131,3.934878777,,,
1132,3.901567741,,,
1133,3.867910278,,,
1134,3.831570861,,,
1135,3.795970911,,,
1136,3.758630311,,,
1137,3.722281936,,,
1138,3.685374996,,,
1139,3.646415918,,,
1140,3.606145242,,,
1141,3.566891502,,,
1142,3.525476806,,,
1143,3.485196501,,,
1144,3.443799456,,,
1145,3.401356088,,,
1146,3.357898400,,,
1147,3.315099322,,,
1148,3.270776670,,,
1149,3.227473839,,,
1150,3.184237369,,,
1151,3.138996265,,,
1152,3.095272187,,,
1153,3.049969018,,,
1154,3.005138578,,,
1155,2.960705257,,,
1156,2.916723157,,,
1157,2.873328756,,,
1158,2.828946200,,,
1159,2.785567077,,,
1160,2.743013940,,,
1161,2.700480934,,,
1162,2.657391541,,,
1163,2.616863149,,,
1164,2.576353005,,,
1165,2.535184712,,,
1166,2.496459233,,,
1167,2.458126044,,,
1168,2.420326234,,,
1169,2.382509067,,,
1170,2.345019007,,,
1171,2.308528657,,,
1172,2.273379754,,,
1173,2.237341022,,,
1174,2.201924077,,,
1175,2.166184970,,,
1176,2.131338735,,,
1177,2.095605729,,,
1178,2.058791716,,,
1179,2.022555023,,,
1180,1.987477001,,,
1181,1.951916939,,,
1182,1.915420685,,,
1183,1.877592690,,,
1184,1.836930169,,,
1185,1.797311986,,,
1186,1.756688327,,,
1187,1.713246917,,,
1188,1.668618858,,,
1189,1.621546499,,,
1190,1.571569462,,,
1191,1.519977391,,,
1192,1.466368317,,,
1193,1.409928866,,,
1194,1.351509167,,,
1195,1.288280070,,,
1196,1.223718283,,,
1197,1.155474698,,,
1198,1.083278551,,,
1199,1.009652814,,,
1200,0.933073612,,,
1201,0.852881116,,,
1202,0.768895666,,,
1203,0.680535923,,,
1204,0.590889902,,,
1205,0.499484304,,,
1206,0.408018633,,,
1207,0.322488019,,,
1208,0.243547775,,,
1209,0.177631207,,,
1210,0.130933445,,,
1211,0.104240098,,,
1212,0.098838714,,,
1213,0.113057510,,,
1214,0.141057462,,,
1215,0.176897329,,,
1216,0.218514464,,,
1217,0.260661697,,,
1218,0.301501683,,,
1219,0.340459885,,,
1220,0.376564765,,,
1221,0.408723090,,,
1222,0.438542235,,,
1223,0.463579105,,,
1224,0.485302096,,,
1225,0.504664928,,,
1226,0.520469444,,,
1227,0.533519004,,,
1228,0.544317164,,,
1229,0.552053296,,,
1230,0.556892711,,,
1231,0.560402345,,,
1232,0.561917504,,,
1233,0.561563542,,,
1234,0.559306006,,,
1235,0.555705769,,,
1236,0.550748631,,,
1237,0.544504021,,,
1238,0.537453724,,,
1239,0.528925360,,,
1240,0.520691012,,,
1241,0.510863712,,,
1242,0.500784463,,,
1243,0.490730610,,,
1244,0.480574927,,,
1245,0.470322580,,,
1246,0.460374970,,,
1247,0.450305433,,,
1248,0.440424212,,,
1249,0.431237732,,,
1250,0.422718547,,,
